disease_name,question,answer,source_url
Measles,How can measles be treated?,"There is no specific treatment
for measles. Drinking enough water and treatments for dehydration can replace
fluids lost to diarrhea or vomiting. Eating a healthy diet is also important. Doctors may use antibiotics to
treat secondary bacterial pneumonia and ear and eye infections. Giving the
vaccine or immunoglobulin in the early stage after infection may sometimes
prevent severe disease. All children and adults with measles should receive 2
doses of vitamin A supplements given 24 hours apart. This restores low vitamin
A levels that occur even in well-nourished children. It can help prevent eye
damage and blindness. Vitamin A supplements may also reduce the number of
deaths due to measles.
There is no specific treatment
for measles. Drinking enough water and treatments for dehydration can replace
fluids lost to diarrhea or vomiting. Eating a healthy diet is also important.
Doctors may use antibiotics to
treat secondary bacterial pneumonia and ear and eye infections. Giving the
vaccine or immunoglobulin in the early stage after infection may sometimes
prevent severe disease. All children and adults with measles should receive 2
doses of vitamin A supplements given 24 hours apart. This restores low vitamin
A levels that occur even in well-nourished children. It can help prevent eye
damage and blindness. Vitamin A supplements may also reduce the number of
deaths due to measles.",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Measles,What should people do if they suspect they might have measles?,"If you suspect that you or your
child has measles, you need to contact your health-care provider as soon as
possible and let them know about your symptoms or concerns. Your health-care
provider may decide to make special arrangements to evaluate you, if needed,
without putting others at risk.
If you suspect that you or your
child has measles, you need to contact your health-care provider as soon as
possible and let them know about your symptoms or concerns. Your health-care
provider may decide to make special arrangements to evaluate you, if needed,
without putting others at risk.",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Measles,Can the measles-containing vaccine make my child sick?,"Most children don’t develop any
side effects from the measles-containing vaccine. Side effects that may occur
are usually mild and may include soreness, redness, or mild swelling at the
injection site. Fever lasting 2–3 days, mild flu-like symptoms, and a mild rash
can occur 7–10 days after vaccination but are not cause for concern. More serious adverse reactions
following immunization are extremely rare. The risk of serious outcomes from
measles is far higher than the risk of side effects from the vaccine. Allergic reactions to the
vaccine are possible but extremely rare. Measles vaccines should not be given
to a child or adult with a history of anaphylactic reactions or severe allergic
reactions to any component of the vaccine (e.g. neomycin or gelatin). Measles vaccination
occasionally induces febrile seizures. Most children recover quickly from
febrile seizures and they have no lasting effects.
Most children don’t develop any
side effects from the measles-containing vaccine. Side effects that may occur
are usually mild and may include soreness, redness, or mild swelling at the
injection site. Fever lasting 2–3 days, mild flu-like symptoms, and a mild rash
can occur 7–10 days after vaccination but are not cause for concern.
More serious adverse reactions
following immunization are extremely rare. The risk of serious outcomes from
measles is far higher than the risk of side effects from the vaccine.
Allergic reactions to the
vaccine are possible but extremely rare. Measles vaccines should not be given
to a child or adult with a history of anaphylactic reactions or severe allergic
reactions to any component of the vaccine (e.g. neomycin or gelatin).
Measles vaccination
occasionally induces febrile seizures. Most children recover quickly from
febrile seizures and they have no lasting effects.",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Measles,When should I have my child vaccinated against measles?,"Talk to your health-care provider to find out when your child is eligible for the vaccine. If your child has missed any scheduled doses, they could be vulnerable to very serious diseases. Make an appointment to catch up as soon as possible. WHO recommends two doses of measles-containing vaccine for children. The first dose is given at 9 months of age, and the second dose is given at 15-18 months of age. In areas where measles outbreaks are occurring, WHO recommends vaccination from 6 months of age, but doses of measles vaccine given before 9 months of age are considered a bonus or dose number “zero”. Children then receive two doses of measles-containing vaccine at 9 months and 15-18 months as mentioned above.
Talk to your health-care provider to find out when your child is eligible for the vaccine.
If your child has missed any scheduled doses, they could be vulnerable to very serious diseases. Make an appointment to catch up as soon as possible.",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Measles,How effective is the measles vaccine?,"A single dose of MR (measles-rubella) vaccine is approximately 84% effective against measles.  After a second MR dose, protection increases to up to 97% against measles. It is extremely unlikely to develop measles once vaccinated, and in those few cases, symptoms are generally milder.
A single dose of MR (measles-rubella) vaccine is approximately 84% effective against measles.  After a second MR dose, protection increases to up to 97% against measles. It is extremely unlikely to develop measles once vaccinated, and in those few cases, symptoms are generally milder.",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Measles,What should I do if I’m not sure whether I’m immune to measles?,"If you do not have written
documentation of measles immunity, consult your health-care provider about
getting vaccinated. There is no harm in getting another dose of MMR vaccine if
you may already be immune to measles (or mumps or rubella).
If you do not have written
documentation of measles immunity, consult your health-care provider about
getting vaccinated. There is no harm in getting another dose of MMR vaccine if
you may already be immune to measles (or mumps or rubella).",https://www.who.int/news-room/questions-and-answers/item/what-you-need-to-know-about-measles
Mpox,What is mpox (monkeypox)?,"Mpox is an illness caused by the monkeypox virus. It is a viral infection which can spread between people, mainly through close contact, and occasionally from the environment to people via things and surfaces that have been touched by a person with mpox. In settings where the monkeypox virus is present among some wild animals, it can also be transmitted from infected animals to people who have contact with them. Following a series of consultations with global experts, WHO has begun using a new preferred term “mpox” as a synonym for monkeypox. Read more on the background to this decision here .
Mpox is an illness caused by the monkeypox virus. It is a viral infection which can spread between people, mainly through close contact, and occasionally from the environment to people via things and surfaces that have been touched by a person with mpox. In settings where the monkeypox virus is present among some wild animals, it can also be transmitted from infected animals to people who have contact with them. Following a series of consultations with global experts, WHO has begun using a new preferred term “mpox” as a synonym for monkeypox. Read more on the background to this decision here .
Mpox is an illness caused by the monkeypox virus. It is a viral infection which can spread between people, mainly through close contact, and occasionally from the environment to people via things and surfaces that have been touched by a person with mpox. In settings where the monkeypox virus is present among some wild animals, it can also be transmitted from infected animals to people who have contact with them.
Following a series of consultations with global experts, WHO has begun using a new preferred term “mpox” as a synonym for monkeypox. Read more on the background to this decision here .",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,What are the symptoms of mpox?,"Mpox can cause a range of signs and symptoms. While some people have less severe symptoms, others may develop more serious illness and need care in a health facility. Common symptoms of mpox include a rash which may last for 2–4 weeks. This may start with, or be followed by, fever, headache, muscle aches, back pain, low energy and swollen glands (lymph nodes). The rash looks like blisters or sores, and can affect the face, palms of the hands, soles of the feet, groin, genital and/or anal regions. These lesions may also be found in the mouth, throat, anus, rectum or vagina, or on the eyes. The number of sores can range from one to several thousand. Some people develop inflammation inside the rectum (proctitis) that can cause severe pain, as well as inflammation of the genitals that may cause difficulties urinating. In most cases, the symptoms of mpox go away on their own within a few weeks with supportive care, such as medication for pain or fever. However, in some people, the illness can be severe or lead to complications and even death. Newborn babies, children, people who are pregnant and people with underlying immune deficiencies such as from advanced HIV disease may be at higher risk of more serious mpox disease and death. Severe disease due to mpox may include larger, more widespread lesions (especially in the mouth, eyes and genitals), secondary bacterial infections of the skin or blood, and lung infections. Complications can include severe bacterial infection from skin lesions, mpox affecting the brain (encephalitis), heart (myocarditis) or lungs (pneumonia), and eye problems. People with severe mpox may require hospitalization, supportive care and antiviral medicines to reduce the severity of lesions and shorten time to recovery. According to available data, between 0.1% and 10% of people with mpox have died. It is important to note that death rates in different settings may differ due to several factors, such as access to health care and underlying immunosuppression, including because of undiagnosed HIV or advanced HIV disease.
Mpox can cause a range of signs and symptoms. While some people have less severe symptoms, others may develop more serious illness and need care in a health facility. Common symptoms of mpox include a rash which may last for 2–4 weeks. This may start with, or be followed by, fever, headache, muscle aches, back pain, low energy and swollen glands (lymph nodes). The rash looks like blisters or sores, and can affect the face, palms of the hands, soles of the feet, groin, genital and/or anal regions. These lesions may also be found in the mouth, throat, anus, rectum or vagina, or on the eyes. The number of sores can range from one to several thousand. Some people develop inflammation inside the rectum (proctitis) that can cause severe pain, as well as inflammation of the genitals that may cause difficulties urinating.
In most cases, the symptoms of mpox go away on their own within a few weeks with supportive care, such as medication for pain or fever. However, in some people, the illness can be severe or lead to complications and even death. Newborn babies, children, people who are pregnant and people with underlying immune deficiencies such as from advanced HIV disease may be at higher risk of more serious mpox disease and death.
Severe disease due to mpox may include larger, more widespread lesions (especially in the mouth, eyes and genitals), secondary bacterial infections of the skin or blood, and lung infections. Complications can include severe bacterial infection from skin lesions, mpox affecting the brain (encephalitis), heart (myocarditis) or lungs (pneumonia), and eye problems. People with severe mpox may require hospitalization, supportive care and antiviral medicines to reduce the severity of lesions and shorten time to recovery.
According to available data, between 0.1% and 10% of people with mpox have died. It is important to note that death rates in different settings may differ due to several factors, such as access to health care and underlying immunosuppression, including because of undiagnosed HIV or advanced HIV disease.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,How does mpox spread?,"From person to person: Mpox spreads from person to person mainly through close contact with someone who has mpox. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). During the global outbreak that began in 2022, the virus mostly spread through sexual contact. More research is needed on how mpox spreads during outbreaks in different settings and under different conditions. People with mpox are considered infectious until all their lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath, and all the lesions on the eyes and in the body (in the mouth, throat, eyes, vagina and anus) have healed too, which usually takes from 2 to 4 weeks. It is also possible for the virus to persist for some time on clothing, bedding, towels, objects, electronics and surfaces that have been touched by a person with mpox. Someone else who touches these items may become infected, particularly if they have any cuts or abrasions or touch their eyes, nose, mouth or other mucous membranes without first washing their hands. Cleaning and disinfecting surfaces/objects and cleaning your hands after touching surfaces/objects that may be contaminated can help prevent this type of transmission. The virus can also spread during pregnancy to the fetus, during or after birth through skin-to-skin contact, or from a parent with mpox to an infant or child during close contact. Although getting mpox from someone who is asymptomatic (not showing symptoms) has been reported, there is still limited information on whether the virus can be transmitted from someone with the virus before they get symptoms or after their lesions have healed. Although live virus has been isolated from semen, we do not yet know the extent to which infection can spread through semen, vaginal fluids, amniotic fluids, breastmilk or blood. From animals to humans: Someone who comes into physical contact with an animal which carries the virus, such as some species of monkeys or a terrestrial rodent (such as the tree squirrel) may also develop mpox. Exposure by such physical contact with an animal or meat can occur through bites or scratches, or during activities such as hunting, skinning, trapping or preparing a meal. The virus can also be caught through eating contaminated meat which is not cooked thoroughly. The risk of getting mpox from animals can be reduced by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). In countries where animals carry the virus, any food containing animal parts or meat should be cooked thoroughly before eating. From humans to animals: There have been a few reports of the virus being identified in pet dogs. However, it has not been confirmed whether these were true infections or whether the detection of virus was related to surface contamination. Since many species of animals are known to be susceptible to the virus, there is the potential for spillback of the virus from humans to animals in different settings. People who have confirmed or suspected mpox should avoid close physical contact with animals, including pets (such as cats, dogs, hamsters, gerbils), livestock and wildlife. More detailed advice for pet owners and persons working with animals can be found in the WOAH risk guidance on reducing spillback of monkeypox virus . WHO continues to work with its One Health partners, the Food and Agriculture Organization (FAO) and the World Organisation for Animal Health (WOAH), to learn more about the natural reservoir of the virus and help countries to reduce the risk of mpox transmission from or to animals.
Mpox spreads from person to person mainly through close contact with someone who has mpox. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). During the global outbreak that began in 2022, the virus mostly spread through sexual contact. More research is needed on how mpox spreads during outbreaks in different settings and under different conditions.
People with mpox are considered infectious until all their lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath, and all the lesions on the eyes and in the body (in the mouth, throat, eyes, vagina and anus) have healed too, which usually takes from 2 to 4 weeks.
It is also possible for the virus to persist for some time on clothing, bedding, towels, objects, electronics and surfaces that have been touched by a person with mpox. Someone else who touches these items may become infected, particularly if they have any cuts or abrasions or touch their eyes, nose, mouth or other mucous membranes without first washing their hands. Cleaning and disinfecting surfaces/objects and cleaning your hands after touching surfaces/objects that may be contaminated can help prevent this type of transmission.
The virus can also spread during pregnancy to the fetus, during or after birth through skin-to-skin contact, or from a parent with mpox to an infant or child during close contact.
Although getting mpox from someone who is asymptomatic (not showing symptoms) has been reported, there is still limited information on whether the virus can be transmitted from someone with the virus before they get symptoms or after their lesions have healed. Although live virus has been isolated from semen, we do not yet know the extent to which infection can spread through semen, vaginal fluids, amniotic fluids, breastmilk or blood.
Someone who comes into physical contact with an animal which carries the virus, such as some species of monkeys or a terrestrial rodent (such as the tree squirrel) may also develop mpox. Exposure by such physical contact with an animal or meat can occur through bites or scratches, or during activities such as hunting, skinning, trapping or preparing a meal. The virus can also be caught through eating contaminated meat which is not cooked thoroughly.
The risk of getting mpox from animals can be reduced by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). In countries where animals carry the virus, any food containing animal parts or meat should be cooked thoroughly before eating.
There have been a few reports of the virus being identified in pet dogs. However, it has not been confirmed whether these were true infections or whether the detection of virus was related to surface contamination.
Since many species of animals are known to be susceptible to the virus, there is the potential for spillback of the virus from humans to animals in different settings. People who have confirmed or suspected mpox should avoid close physical contact with animals, including pets (such as cats, dogs, hamsters, gerbils), livestock and wildlife.
More detailed advice for pet owners and persons working with animals can be found in the WOAH risk guidance on reducing spillback of monkeypox virus .
WHO continues to work with its One Health partners, the Food and Agriculture Organization (FAO) and the World Organisation for Animal Health (WOAH), to learn more about the natural reservoir of the virus and help countries to reduce the risk of mpox transmission from or to animals.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,Who is at risk of mpox?,"People who have close contact with someone who has mpox are at risk of infection. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). People who have contact with clothing, bedding, towels, objects, electronics and other surfaces that have been touched by someone with mpox are also at risk. Anyone living with someone who has mpox should take steps to reduce the risk of becoming infected. A person who has been diagnosed with mpox should be assessed by a health care provider to determine if they are well enough to be cared for at home and if isolation can be safely managed at home. Health workers should follow infection prevention and control measures to protect themselves while caring for patients with mpox (by wearing appropriate personal protective equipment and adhering to protocol for safely swabbing lesions for diagnostic testing and handling sharps such as needles).
People who have close contact with someone who has mpox are at risk of infection. Close contact includes skin-to-skin (such as touching or sex) and mouth-to-mouth, or mouth-to-skin contact (such as kissing), and can also include being face-to-face with someone who has mpox (such as talking or breathing close to one another, which can generate infectious respiratory particles). People who have contact with clothing, bedding, towels, objects, electronics and other surfaces that have been touched by someone with mpox are also at risk.
Anyone living with someone who has mpox should take steps to reduce the risk of becoming infected. A person who has been diagnosed with mpox should be assessed by a health care provider to determine if they are well enough to be cared for at home and if isolation can be safely managed at home.
Health workers should follow infection prevention and control measures to protect themselves while caring for patients with mpox (by wearing appropriate personal protective equipment and adhering to protocol for safely swabbing lesions for diagnostic testing and handling sharps such as needles).",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,"Are gay, bisexual, or other men who have sex with men at higher risk of contracting mpox?","The risk of mpox is not limited to people who are sexually active or gay, bisexual and other men who have sex with men. Anyone who has close contact with someone who has symptoms is at risk and any person with multiple sex partners is also at risk. Most of the cases that were reported in the multi-country outbreak in 2022/2023 were identified among gay, bisexual and other men who have sex with men. Given that the virus moves from person to person in these sexual networks in many countries, gay, bisexual and other men who have sex with men may be at higher risk of being exposed if they have sex or other form of close contact with someone who is infectious. People who have multiple or new sexual partners are most at risk. Engaging communities of gay, bisexual and other men who have sex with men to raise awareness is essential to protect those most at risk. If you are a man who has sex with other men, know your risk and take steps to protect yourself and others. Anyone who has symptoms that could be mpox should seek advice from a health care provider immediately to get tested and get care. Sex workers and their clients are also at risk. Engaging sex worker organizations and networks to raise awareness and protect those most at risk is essential to stop mpox outbreaks. Public health advice for sex workers can be found here. Advice for managers of sex-on-premises venues can be found here .
The risk of mpox is not limited to people who are sexually active or gay, bisexual and other men who have sex with men. Anyone who has close contact with someone who has symptoms is at risk and any person with multiple sex partners is also at risk.
Most of the cases that were reported in the multi-country outbreak in 2022/2023 were identified among gay, bisexual and other men who have sex with men. Given that the virus moves from person to person in these sexual networks in many countries, gay, bisexual and other men who have sex with men may be at higher risk of being exposed if they have sex or other form of close contact with someone who is infectious. People who have multiple or new sexual partners are most at risk. Engaging communities of gay, bisexual and other men who have sex with men to raise awareness is essential to protect those most at risk. If you are a man who has sex with other men, know your risk and take steps to protect yourself and others. Anyone who has symptoms that could be mpox should seek advice from a health care provider immediately to get tested and get care.
Sex workers and their clients are also at risk. Engaging sex worker organizations and networks to raise awareness and protect those most at risk is essential to stop mpox outbreaks. Public health advice for sex workers can be found here. Advice for managers of sex-on-premises venues can be found here .",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,How can I protect myself and others against mpox?,"To protect yourself and others against mpox, know the signs and symptoms, how the virus spreads, what to do if you get ill, and the risk in your area or community. If the virus is spreading in your area or in your community, have open conversations with those you come into close contact with about any symptoms you or they may have. Avoid close contact with anyone who has mpox, including sexual contact. Clean your hands frequently with soap and water or an alcohol-based hand rub. If you think you might have mpox, you can act to protect others by seeking medical advice and isolating from others until you have been evaluated and tested. If you have mpox, you should isolate yourself from others until all your lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath. This will stop you from passing on the virus to others. Follow your local health authority instructions on isolation at home or in a health facility. If having sex, use condoms as a precaution for 12 weeks (about 3 months) after you have recovered. In countries where some animals have been found to carry the monkeypox virus (i.e. some countries in in east, central and west Africa), protect yourself by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). Any food containing animal parts or meat should be cooked thoroughly before eating.
To protect yourself and others against mpox, know the signs and symptoms, how the virus spreads, what to do if you get ill, and the risk in your area or community.
If the virus is spreading in your area or in your community, have open conversations with those you come into close contact with about any symptoms you or they may have. Avoid close contact with anyone who has mpox, including sexual contact. Clean your hands frequently with soap and water or an alcohol-based hand rub.
If you think you might have mpox, you can act to protect others by seeking medical advice and isolating from others until you have been evaluated and tested. If you have mpox, you should isolate yourself from others until all your lesions have crusted over, the scabs have fallen off and a new layer of skin has formed underneath. This will stop you from passing on the virus to others. Follow your local health authority instructions on isolation at home or in a health facility. If having sex, use condoms as a precaution for 12 weeks (about 3 months) after you have recovered.
In countries where some animals have been found to carry the monkeypox virus (i.e. some countries in in east, central and west Africa), protect yourself by avoiding unprotected contact with wild animals, especially those that are sick or dead (including their meat and blood). Any food containing animal parts or meat should be cooked thoroughly before eating.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,I am travelling to an mpox-affected area. What precautions should I take?,"Before travelling, equip yourself with information about mpox, including its signs and symptoms, how it spreads, the behaviours that increase your risk of infection, and how to seek medical care at your destination. Be aware that the country you’re visiting, as well as your own, may have specific entry requirements; inform yourself about them. Your healthcare provider will be able to discuss vaccination for mpox with you and offer advice based on an individual risk assessment. If you have been in close contact or had sex with someone with mpox or were potentially exposed to mpox through contaminated objects such as bedding or needles, follow the health advice issued by national or local health authorities. If you develop symptoms, refrain from travelling, isolate yourself, and seek medical care immediately. Should you develop symptoms after your trip, seek medical care and inform healthcare providers of your travel history and other information that may facilitate medical assessment.
Be aware that the country you’re visiting, as well as your own, may have specific entry requirements; inform yourself about them.
Your healthcare provider will be able to discuss vaccination for mpox with you and offer advice based on an individual risk assessment.
If you have been in close contact or had sex with someone with mpox or were potentially exposed to mpox through contaminated objects such as bedding or needles, follow the health advice issued by national or local health authorities. If you develop symptoms, refrain from travelling, isolate yourself, and seek medical care immediately. Should you develop symptoms after your trip, seek medical care and inform healthcare providers of your travel history and other information that may facilitate medical assessment.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,What do we know about mpox and sex?,"Mpox can spread through close contact of any kind, including through kissing, touching, oral and penetrative vaginal or anal sex with someone who is infectious. People who have sex with multiple or new partners are most at risk. Anyone with new and unusual rashes or lesions should avoid having sex or any other kind of close contact with other people until they have been tested for sexually transmitted infections (STIs) and mpox. Remember that the rash can also be found in places that can be hard to see inside the body, including the mouth, throat, genitals, vagina and anus/anal area. If mpox is spreading through sex in your community or area, consider reducing your risk until the outbreak is brought under control by: openly communicating with partners about mpox symptoms and risks; exchanging contact details with sexual partners so that you can inform each other if you do develop symptoms; taking a break from having sex; reducing your number of new sexual partners, one off sexual partners, or anonymous sexual partners; consistently using condoms; avoiding group sex; avoiding sex-on-premises venues (such as cruising bars, saunas, darkrooms, commercial sex venues or any premises where sex is exchanged for money); avoiding using alcohol or drugs in sexual contexts (including chemsex); and, where and when available, by taking up the offer of vaccines. While the monkeypox virus has been found in semen, it is currently not known whether mpox can be spread through semen or vaginal fluids. Wearing a condom won’t fully protect you from mpox, but it may reduce your risk or extent of exposure and it will help protect you and others from HIV and a range of other STIs. People with mpox are advised to use condoms for 12 weeks after they recover. For more information on the risk of mpox and sex, please see the public health advice for gay, bisexual and other men who have sex with men , public health advice for sex workers on mpox , and public health advice on mpox and sex-on-premises venues and events .
Mpox can spread through close contact of any kind, including through kissing, touching, oral and penetrative vaginal or anal sex with someone who is infectious. People who have sex with multiple or new partners are most at risk.
Anyone with new and unusual rashes or lesions should avoid having sex or any other kind of close contact with other people until they have been tested for sexually transmitted infections (STIs) and mpox. Remember that the rash can also be found in places that can be hard to see inside the body, including the mouth, throat, genitals, vagina and anus/anal area.
If mpox is spreading through sex in your community or area, consider reducing your risk until the outbreak is brought under control by:
While the monkeypox virus has been found in semen, it is currently not known whether mpox can be spread through semen or vaginal fluids. Wearing a condom won’t fully protect you from mpox, but it may reduce your risk or extent of exposure and it will help protect you and others from HIV and a range of other STIs. People with mpox are advised to use condoms for 12 weeks after they recover.
For more information on the risk of mpox and sex, please see the public health advice for gay, bisexual and other men who have sex with men , public health advice for sex workers on mpox , and public health advice on mpox and sex-on-premises venues and events .",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,I have mpox. What can I do to protect other people from getting infected?,"If you have mpox, your healthcare provider will advise you on what to do while you recover. Follow national advice on whether you should recover at home or if you need care in a health facility. In the meantime, it is important to avoid having close contact with others until your lesions have completely healed. If you are advised to isolate at home, protect those you live with as much as possible by: asking friends and family to help you by delivering things you need; isolating in a separate room; using a separate bathroom, or cleaning any surfaces you touched after each use; cleaning and disinfecting frequently touched surfaces with soap and water and a household disinfectant; avoiding sweeping/vacuuming (this might disturb virus particles and cause others to become infected); using separate utensils, objects, electronics, or clean well with soap and water/disinfectant before sharing; not sharing towels, bedding or clothes; doing your own laundry (lift bedding, clothes and towels carefully without shaking them, put materials in a plastic bag before carrying it to the washing machine and wash them with hot water over 60 degrees Celsius); opening windows for good ventilation; and encouraging everyone in the house to clean their hands regularly with soap and water or an alcohol-based hand sanitizer. If you cannot avoid being in the same room as someone else or having close contact with another person while isolating at home, then do your best to limit their risk by: avoiding touching each other; cleaning your hands often with soap and water or an alcohol-based hand sanitizer; covering your rash with clothing or bandages (until you can isolate again – your rash will heal best if uncovered); opening windows throughout the home; ensuring you and anyone in the room with you wear well-fitting medical masks; and maintaining at least 1 metre of distance from others. If you cannot do your own laundry and someone else needs to do it for you, they should wear a well-fitting medical mask, disposable gloves and take the laundry precautions listed above.
If you have mpox, your healthcare provider will advise you on what to do while you recover. Follow national advice on whether you should recover at home or if you need care in a health facility.
In the meantime, it is important to avoid having close contact with others until your lesions have completely healed.
If you are advised to isolate at home, protect those you live with as much as possible by:
If you cannot avoid being in the same room as someone else or having close contact with another person while isolating at home, then do your best to limit their risk by:
If you cannot do your own laundry and someone else needs to do it for you, they should wear a well-fitting medical mask, disposable gloves and take the laundry precautions listed above.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,What care does someone with mpox need to recover fully?,"The care someone needs will depend on their symptoms and their risk of developing more severe disease. People with mpox should follow the advice of their health care provider. Symptoms typically last 2–4 weeks and usually go away on their own or with supportive care, such as medication for pain or fever (such as analgesics and antipyretics). It is important for anyone with mpox who is recovering at home to stay hydrated, eat well and get enough sleep. People who are self-isolating should take care of their mental health by doing things they find relaxing and enjoyable, staying connected to loved ones using technology, exercising if they feel well enough and can do so while isolating, and asking for support with their mental health if they need it. People with mpox should avoid scratching their skin and take care of their rash by cleaning their hands before and after touching lesions and keeping skin dry and uncovered (unless they are unavoidably in a room with someone else, in which case they should cover it with clothing or a bandage until they are able to isolate again). The rash can be kept clean with sterilized water or antiseptic. Saltwater rinses can be used for sores in the mouth, and warm baths with baking soda and Epsom salts can ease the discomfort of sores on the body. Paracetamol can be used to help manage the pain caused by lesions, if needed. If stronger pain medicine is needed, advice should be sought from a health care provider. See this infographic on recovering from mpox at home for some helpful tips.
The care someone needs will depend on their symptoms and their risk of developing more severe disease. People with mpox should follow the advice of their health care provider. Symptoms typically last 2–4 weeks and usually go away on their own or with supportive care, such as medication for pain or fever (such as analgesics and antipyretics).
It is important for anyone with mpox who is recovering at home to stay hydrated, eat well and get enough sleep. People who are self-isolating should take care of their mental health by doing things they find relaxing and enjoyable, staying connected to loved ones using technology, exercising if they feel well enough and can do so while isolating, and asking for support with their mental health if they need it.
People with mpox should avoid scratching their skin and take care of their rash by cleaning their hands before and after touching lesions and keeping skin dry and uncovered (unless they are unavoidably in a room with someone else, in which case they should cover it with clothing or a bandage until they are able to isolate again). The rash can be kept clean with sterilized water or antiseptic. Saltwater rinses can be used for sores in the mouth, and warm baths with baking soda and Epsom salts can ease the discomfort of sores on the body. Paracetamol can be used to help manage the pain caused by lesions, if needed. If stronger pain medicine is needed, advice should be sought from a health care provider.
See this infographic on recovering from mpox at home for some helpful tips.",https://www.who.int/news-room/questions-and-answers/item/mpox
Mpox,Why does stigma related to mpox matter?,"When there is stigma or discrimination related to a medical condition, people may not seek care quickly, the quality of health care may suffer, and access to health services for the most vulnerable is reduced. It is possible to prevent or reduce stigma and discrimination related to mpox through strategies to offer stigma-free care, employ non-stigmatizing language, support people in seeking health care and create an enabling environment where the best quality of care is available. Read more here on how to address stigma and discrimination related to mpox.
When there is stigma or discrimination related to a medical condition, people may not seek care quickly, the quality of health care may suffer, and access to health services for the most vulnerable is reduced.
It is possible to prevent or reduce stigma and discrimination related to mpox through strategies to offer stigma-free care, employ non-stigmatizing language, support people in seeking health care and create an enabling environment where the best quality of care is available.
Read more here on how to address stigma and discrimination related to mpox.",https://www.who.int/news-room/questions-and-answers/item/mpox
